Nome,Ultimo,%,Ora,Min,Max,Riferimento,,Link,SFDR
Ishares Ibonds Dec 2028 Term $ High Yield Corp Ucits Etf Usd (Acc),"87,79","+0,14",17:07:54,"87,69","87,85","87,62",,/borsa/etf/scheda/IE0008YWAFL1-XPAR.html?lang=it,Art. 8
Ishares Ibonds Dec 2028 Term $ High Yield Corp Ucits Etf Usd (Acc),"102,64","+0,01",17:07:54,"102,59","102,64","102,54",,/borsa/etf/scheda/IE0008YWAFL1-XAMC.html?lang=it,Art. 8
Ishares Ibonds Dec 2028 Term $ High Yield Corp Ucits Etf Usd (Dist),"5,011","+0,02",15:53:31,"5,009","5,011","5,007",,/borsa/etf/scheda/IE000AYEFBK6-XAMC.html?lang=it,Art. 8
Ishares Ibonds Dec 2028 Term Usd Corp Ucits Etf Usd (Acc),,,,"99,8905","99,8905","99,6658",,/borsa/etf/scheda/IE0000UJ3480-XPAR.html?lang=it,Art. 8
Ishares Ibonds Dec 2028 Term € Corp Crossover Ucits Etf,"5,062","-0,02",17:19:45,"5,051","5,062","5,06",,/borsa/etf/scheda/IE0003HV7CS6-ETFP.html?lang=it,Art. 8
Ishares Ibonds Dec 2028 Term € Corp Crossover Ucits Etf Eur (Acc),,,,"5,062","5,062","5,061",,/borsa/etf/scheda/IE0003HV7CS6-XPAR.html?lang=it,Art. 8
Ishares Ibonds Dec 2028 Term € Corp Ucits Etf Eur (Acc),"5,649","+0,00",17:35:07,"5,644","5,654","5,649",,/borsa/etf/scheda/IE0008UEVOE0-XPAR.html?lang=it,Art. 8
Ishares Ibonds Dec 2029 Term $ Corp Ucits Etf Usd (Dist),,,,"4,449","4,449","4,4425",,/borsa/etf/scheda/IE000Y247W99-XPAR.html?lang=it,Art. 8
Ishares Ibonds Dec 2029 Term $ Corp Ucits Etf Usd (Dist),,,,"5,1972","5,1972","5,2011",,/borsa/etf/scheda/IE000Y247W99-XAMC.html?lang=it,Art. 8
Ishares Ibonds Dec 2029 Term $ High Yield Corp Ucits Etf Usd (Acc),,,,"88,27","88,27","88,04",,/borsa/etf/scheda/IE00094KNQN4-XPAR.html?lang=it,Art. 8
Ishares Ibonds Dec 2029 Term $ High Yield Corp Ucits Etf Usd (Acc),,,,"103,09","103,09","103,03",,/borsa/etf/scheda/IE00094KNQN4-XAMC.html?lang=it,Art. 8
Ishares Ibonds Dec 2029 Term $ High Yield Corp Ucits Etf Usd (Dist),,,,"5,02","5,02","5,02",,/borsa/etf/scheda/IE000N4E8XZ6-XAMC.html?lang=it,Art. 8
Ishares Ibonds Dec 2029 Term Eur Corp Ucits Etf Eur (Dist),,,,"5,122","5,122","5,122",,/borsa/etf/scheda/IE000IHURBR0-XPAR.html?lang=it,Art. 8
Ishares Ibonds Dec 2029 Term € Corp Crossover Ucits Etf,"5,042","-0,04",16:44:44,"5,026","5,05","5,042",,/borsa/etf/scheda/IE000UJSC3C9-ETFP.html?lang=it,Art. 8
Ishares Ibonds Dec 2029 Term € Corp Crossover Ucits Etf Eur (Acc),,,,"5,049","5,049","5,046",,/borsa/etf/scheda/IE000UJSC3C9-XPAR.html?lang=it,Art. 8
Ishares Jp Morgan Advanced $ Em Bond Ucits Etf,"5,412","-0,51",17:35:10,"5,407","5,44","5,412",,/borsa/etf/scheda/IE00BF553838-ETFP.html?lang=it,Art. 8
Ishares Jp Morgan Advanced $ Em Bond Ucits Etf,"5,4211","-0,24",14:50:46,"5,4211","5,438","5,416",,/borsa/etf/scheda/IE00BF553838-XAMS.html?lang=it,Art. 8
Ishares Metaverse Ucits Etf,"9,681","+0,60",16:34:20,"9,681","9,727","9,725",,/borsa/etf/scheda/IE000RN58M26-XAMS.html?lang=it,Art. 8
Ishares Metaverse Ucits Etf Usd (Acc),,,,"11,357","11,357","11,386",,/borsa/etf/scheda/IE000RN58M26-XAMC.html?lang=it,Art. 8
Ishares Moderate Portfolio Ucits Etf,,,,"6,3805","6,3805","6,3969",,/borsa/etf/scheda/IE00BLB2GT26-XAMC.html?lang=it,Art. 8
Ishares Moderate Portfolio Ucits Etf,"6,569","+0,08",16:04:28,"6,569","6,569","6,571",,/borsa/etf/scheda/IE00BLLZQS08-ETFP.html?lang=it,Art. 8
Ishares Msci Acwi Screened Ucits Etf Usd (Acc),"5,468","-0,18",17:35:01,"5,45","5,468","5,468",,/borsa/etf/scheda/IE000SNWS0L0-XAMC.html?lang=it,Art. 8
Ishares Msci Acwi Sri Ucits Etf Usd (Dist),,,,"7,8132","7,8132","7,861",,/borsa/etf/scheda/IE00013A2XD6-XAMC.html?lang=it,Art. 8
Ishares Msci China Tech Ucits Etf Usd (Acc),"5,0068","-0,25",17:35:07,"4,9708","5,0174","5,0068",,/borsa/etf/scheda/IE000NFR7C63-XAMC.html?lang=it,Art. 8
Ishares Msci Em Esg Enhanced Ctb Ucits Etf,"7,62","+0,87",17:35:02,"7,543","7,627","7,62",,/borsa/etf/scheda/IE00BHZPJ239-ETFP.html?lang=it,Art. 8
Ishares Msci Em Sri Ucits Etf Usd (Acc),"9,1362","+0,93",17:35:00,"9,0702","9,1362","9,1362",,/borsa/etf/scheda/IE00BYVJRP78-XAMS.html?lang=it,Art. 8
Ishares Msci Em Sri Ucits Etf Usd (Acc),"9,135","+0,88",17:35:04,"9,062","9,138","9,135",,/borsa/etf/scheda/IE00BYVJRP78-ETFP.html?lang=it,Art. 8
Ishares Msci Em Sri Ucits Etf Usd (Dist),"7,2437","+0,58",16:04:21,"7,2072","7,2539","7,2698",,/borsa/etf/scheda/IE00BGDQ0T50-XAMC.html?lang=it,Art. 8
Ishares Msci Emu Esg Enhanced Ctb Ucits Etf,"9,661","-0,43",15:50:53,"9,642","9,724","9,66",,/borsa/etf/scheda/IE00BHZPJ015-ETFP.html?lang=it,Art. 8
Ishares Msci Emu Sri Ucits Etf Eur (Acc),"8,771","-0,22",15:33:18,"8,708","8,808","8,764",,/borsa/etf/scheda/IE00BJLKK341-XAMS.html?lang=it,Art. 8
Ishares Msci Europe Esg Enhanced Ctb Ucits Etf,"9,119","-0,70",17:27:28,"9,096","9,173","9,127",,/borsa/etf/scheda/IE00BHZPJ783-ETFP.html?lang=it,Art. 8
Ishares Msci Europe Sri Ucits Etf Eur (Acc),"72,52","-0,29",17:35:16,"71,98","72,80","72,52",,/borsa/etf/scheda/IE00B52VJ196-XAMS.html?lang=it,Art. 8
Ishares Msci Europe Sri Ucits Etf Eur A,"72,54","-0,21",17:35:01,"71,97","72,80","72,54",,/borsa/etf/scheda/IE00B52VJ196-ETFP.html?lang=it,Art. 8
Ishares Msci Europe Sri Ucits Etf Usd (Acc),"146,68","-0,33",16:52:55,"145,20","146,68","146,58",,/borsa/etf/scheda/IE00BMDBMG37-XAMC.html?lang=it,Art. 8
Ishares Msci Europe Sri Ucits Etf Usd (Dist),"7,675","-0,38",17:35:23,"7,628","7,688","7,675",,/borsa/etf/scheda/IE00BGDPWW94-XAMS.html?lang=it,Art. 8
Ishares Msci Glb Semiconductor Ucits Etf,"14,31","+3,26",17:35:02,"14,006","14,326","14,31",,/borsa/etf/scheda/IE000I8KRLL9-ETFP.html?lang=it,Art. 8
Ishares Msci Global Semiconductors Ucits Etf Usd (Acc),"16,716","+3,21",17:35:17,"16,366","16,782","16,716",,/borsa/etf/scheda/IE000I8KRLL9-XAMC.html?lang=it,Art. 8
Ishares Msci Global Semiconductors Ucits Etf Usd (Acc),"14,29","+3,28",17:29:00,"14,0014","14,3441","14,2837",,/borsa/etf/scheda/IE000I8KRLL9-XPAR.html?lang=it,Art. 8
Ishares Msci Japan Climate Transition Aware Ucits Etf Usd (Acc),,,,"6,871","6,871","6,863",,/borsa/etf/scheda/IE000MW6GT38-XAMC.html?lang=it,Art. 8
Ishares Msci Japan Climate Transition Aware Ucits Etf Usd (Dist),,,,"6,698","6,698","6,69",,/borsa/etf/scheda/IE000GTJ2I49-XAMC.html?lang=it,Art. 8
Ishares Msci Japan Esg Enhanced Ctb Ucits Etf,"7,87","-0,73",15:50:55,"7,87","7,945","7,884",,/borsa/etf/scheda/IE00BHZPJ452-ETFP.html?lang=it,Art. 8
Ishares Msci Japan Sri Ucits Etf Acc,"6,93","-1,21",17:35:20,"6,911","6,952","6,93",,/borsa/etf/scheda/IE00BYX8XC17-ETFP.html?lang=it,Art. 8
Ishares Msci Japan Sri Ucits Etf Usd (Acc),"6,9098","-1,50",17:24:37,"6,9098","6,9727","6,9233",,/borsa/etf/scheda/IE00BYX8XC17-XAMS.html?lang=it,Art. 8
Ishares Msci Japan Sri Ucits Etf Usd (Dist),,,,"6,6913","6,6913","6,6585",,/borsa/etf/scheda/IE00BGDQ0V72-XAMC.html?lang=it,Art. 8
Ishares Msci Us Leaders Ucits Etf Us Acc,,,,"6,097","6,097","6,123",,/borsa/etf/scheda/IE000C5YJ791-XAMC.html?lang=it,Art. 8
Ishares Msci Usa Climate Transition Aware Ucits Etf Usd (Acc),"6,529","-0,34",10:15:06,"6,529","6,531","6,571",,/borsa/etf/scheda/IE000MGAVJV3-XAMC.html?lang=it,Art. 8
Ishares Msci Usa Climate Transition Aware Ucits Etf Usd (Dist),,,,"6,444","6,444","6,481",,/borsa/etf/scheda/IE000YG82CF0-XAMC.html?lang=it,Art. 8
Ishares Msci Usa Esg Enhanced Ctb Ucits Etf,"10,898","-0,02",17:03:52,"10,862","10,918","10,902",,/borsa/etf/scheda/IE00BHZPJ908-ETFP.html?lang=it,Art. 8
Ishares Msci Usa Quality Dividend Advanced Ucits Etf Usd (Acc),,,,"6,1739","6,1739","6,1736",,/borsa/etf/scheda/IE000D6810F1-XAMC.html?lang=it,Art. 8
Ishares Msci Usa Screened Ucits Etf,"8,026","-0,11",17:35:02,"7,997","8,041","8,026",,/borsa/etf/scheda/IE000G2LIHG9-ETFP.html?lang=it,Art. 8
Ishares Msci Usa Small Cap Esg Enhanced Ctb Ucits Etf,"556,77","-0,38",17:35:16,"555,00","558,32","556,77",,/borsa/etf/scheda/IE00B3VWM098-ETFP.html?lang=it,Art. 8
Ishares Msci Usa Sri Ucits Etf Usd (Acc),"16,2669","+0,94",15:12:08,"16,242","16,283","16,3078",,/borsa/etf/scheda/IE00BYVJRR92-XAMS.html?lang=it,Art. 8
Ishares Msci Usa Sri Ucits Etf Usd (Dist),"12,7042","+1,19",17:27:52,"12,6279","12,7042","12,7056",,/borsa/etf/scheda/IE00BZ173T46-XAMC.html?lang=it,Art. 8
Ishares Msci Usa Sri Ucits Etf Usd Acc,"16,258","+0,82",16:37:41,"16,234","16,352","16,308",,/borsa/etf/scheda/IE00BYVJRR92-ETFP.html?lang=it,Art. 8
Ishares Msci Usa Value Factor Advanced Ucits Etf Usd (Acc),"8,2739","+0,34",17:35:03,"8,2525","8,28","8,2739",,/borsa/etf/scheda/IE000OKVTDF7-XAMC.html?lang=it,Art. 8
Ishares Msci World Climate Transition Aware Ucits Etf Usd (Acc),"6,643","+0,00",14:07:56,"6,61","6,643","6,645",,/borsa/etf/scheda/IE0001YGXFO5-XAMC.html?lang=it,Art. 8
Ishares Msci World Climate Transition Aware Ucits Etf Usd (Dist),,,,"6,497","6,497","6,526",,/borsa/etf/scheda/IE000YNE6S57-XAMC.html?lang=it,Art. 8
Ishares Msci World Communication Services Sector Esg Ucits Etf Usd (Dist),"8,0543","-0,35",14:19:17,"8,0413","8,0543","8,0418",,/borsa/etf/scheda/IE00BJ5JP436-XAMC.html?lang=it,Art. 8
Ishares Msci World Energy Sector Advanced Ucits Etf,"7,4416","-0,07",17:35:02,"7,4416","7,5008","7,4416",,/borsa/etf/scheda/IE000MELAE65-XAMC.html?lang=it,Art. 8
Ishares Msci World Energy Sector Advanced Ucits Etf,"6,378","+0,17",17:09:16,"6,37","6,423","6,359",,/borsa/etf/scheda/IE000MELAE65-ETFP.html?lang=it,Art. 8
Ishares Msci World Esg Enhanced Ctb Ucits Etf,"9,812","-0,46",16:34:42,"9,812","9,868","9,836",,/borsa/etf/scheda/IE00BHZPJ569-ETFP.html?lang=it,Art. 8
Ishares Msci World Financials Sector Ucits Etf Usd (Dist),"7,7692","-0,66",17:29:56,"7,7386","7,777","7,7628",,/borsa/etf/scheda/IE00BJ5JP097-XAMC.html?lang=it,Art. 8
Ishares Msci World Health Care Sector Advanced Ucits Etf,"6,21","-1,58",17:35:16,"6,21","6,295","6,21",,/borsa/etf/scheda/IE00BJ5JNZ06-ETFP.html?lang=it,Art. 8
Ishares Msci World Health Care Sector Advanced Ucits Etf,"7,2987","-1,13",16:23:57,"7,2987","7,3935","7,2733",,/borsa/etf/scheda/IE00BJ5JNZ06-XAMC.html?lang=it,Art. 8
Ishares Msci World Health Care Sector Ucits Etf Usd (Acc),"4,47","-1,41",17:13:55,"4,47","4,5318","4,4683",,/borsa/etf/scheda/IE0009QS7W62-XAMS.html?lang=it,Art. 8
Ishares Msci World Industrials Sector Esg Ucits Etf Usd (Dist),"8,1974","-0,24",14:44:39,"8,1974","8,22","8,164",,/borsa/etf/scheda/IE00BJ5JP659-XAMC.html?lang=it,Art. 8
Ishares Msci World Information Technology Sector Advanced Ucits Etf,"15,394","+0,98",17:22:38,"15,22","15,42","15,392",,/borsa/etf/scheda/IE00BJ5JNY98-ETFP.html?lang=it,Art. 8
Ishares Msci World Information Technology Sector Advanced Ucits Etf,"18,0332","+1,08",17:35:18,"17,7642","18,0332","18,0332",,/borsa/etf/scheda/IE00BJ5JNY98-XAMC.html?lang=it,Art. 8
Ishares Msci World Materials Sector Advanced Ucits Etf,,,,,,"4,8675",,/borsa/etf/scheda/IE00BJ5JP766-ETFP.html?lang=it,Art. 8
Ishares Msci World Materials Sector Advanced Ucits Etf,"5,6884","-0,91",15:49:20,"5,6847","5,698","5,6997",,/borsa/etf/scheda/IE00BJ5JP766-XAMC.html?lang=it,Art. 8
Ishares Msci World Momentum Factor Advanced Ucits Etf Usd (Acc),"7,7249","-0,13",17:35:09,"7,6846","7,7249","7,7249",,/borsa/etf/scheda/IE000L5NW549-XAMC.html?lang=it,Art. 8
Ishares Msci World Quality Dividend Advanced Ucits Etf Ishares Msci World Quality Dividend Advanced Uc,"11,2709","-0,30",16:53:39,"11,2305","11,3052","11,2488",,/borsa/etf/scheda/IE00BKPSFC54-XAMC.html?lang=it,Art. 8
Ishares Msci World Quality Factor Advanced Ucits Etf,"8,5735","+0,43",17:35:01,"8,5029","8,5735","8,5735",,/borsa/etf/scheda/IE000U1MQKJ2-XAMC.html?lang=it,Art. 8
Ishares Msci World Quality Factor Advanced Ucits Etf,"7,295","+0,04",16:04:12,"7,266","7,295","7,314",,/borsa/etf/scheda/IE000U1MQKJ2-ETFP.html?lang=it,Art. 8
Ishares Msci World Screened Ucits Etf,"10,958","-0,18",17:21:47,"10,922","10,978","10,952",,/borsa/etf/scheda/IE00BFNM3J75-ETFP.html?lang=it,Art. 8
Ishares Msci World Sri Ucits Etf Eur (Acc),"12,7404","+0,48",16:59:28,"12,6748","12,75","12,7343",,/borsa/etf/scheda/IE00BYX2JD69-XAMS.html?lang=it,Art. 8
Ishares Msci World Sri Ucits Etf Eur A,"12,742","+0,49",17:07:57,"12,67","12,758","12,734",,/borsa/etf/scheda/IE00BYX2JD69-ETFP.html?lang=it,Art. 8
Ishares Msci World Sri Ucits Etf Usd Hedged (Dist),"8,9577","+0,18",16:34:01,"8,9337","8,9682","8,9783",,/borsa/etf/scheda/IE00BMZ17X30-XAMC.html?lang=it,Art. 8
Ishares Msci World Value Factor Advanced Ucits Etf Usd (Acc),"8,65","-0,30",15:47:00,"8,65","8,6765","8,6499",,/borsa/etf/scheda/IE000H1H16W5-XAMC.html?lang=it,Art. 8
Ishares S&P 500 Esg Ucits Etf Usd (Acc),"9,1581","+0,28",17:35:23,"9,0904","9,1581","9,1581",,/borsa/etf/scheda/IE000R9FA4A0-XAMC.html?lang=it,Art. 8
Ishares Smart City Infra Ucits Etf Usd (Acc),"10,4636","-0,17",13:43:00,"10,387","10,4637","10,4293",,/borsa/etf/scheda/IE00BKTLJC87-XAMC.html?lang=it,Art. 8
Ishares Smart City Infra Ucits Etf Usd A,"8,914","-0,28",16:52:10,"8,892","8,943","8,906",,/borsa/etf/scheda/IE00BKTLJC87-ETFP.html?lang=it,Art. 8
Ishares Smart City Infrastructure Ucits Etf Usd (Acc),"8,9099","-0,21",17:35:20,"8,8861","8,931","8,9099",,/borsa/etf/scheda/IE00BKTLJC87-XPAR.html?lang=it,Art. 8
Ishares U.S. Equity High Income Ucits Etf Usd (Acc),"6,637","-0,14",11:55:34,"6,636","6,637","6,647",,/borsa/etf/scheda/IE0007FM00T9-XAMC.html?lang=it,Art. 8
Ishares U.S. Equity High Income Ucits Etf Usd (Dist),"5,5251","-0,08",17:21:34,"5,5192","5,5271","5,531",,/borsa/etf/scheda/IE000WHL2ZK1-XAMC.html?lang=it,Art. 8
Ishares Us Eq Enhanced Active Ucits Etf,"5,803","+0,05",17:35:10,"5,781","5,803","5,803",,/borsa/etf/scheda/IE0009VWHAE6-ETFP.html?lang=it,Art. 8
Ishares Us Equity Enhanced Active Ucits Etf Eur H,"6,683","-0,27",15:55:05,"6,683","6,687","6,703",,/borsa/etf/scheda/IE000R7HJVO6-ETFP.html?lang=it,Art. 8
Ishares Us Equity Enhanced Active Ucits Etf Usd (Acc),,,,"6,7618","6,7618","6,7891",,/borsa/etf/scheda/IE0009VWHAE6-XAMC.html?lang=it,Art. 8
Ishares Us Equity High Income Ucits Etf,,,,,,"5,678",,/borsa/etf/scheda/IE0007FM00T9-ETFP.html?lang=it,Art. 8
Ishares Wld Equity High Income Ucits Etf,"5,93","-0,13",14:38:36,"5,93","5,931","5,92",,/borsa/etf/scheda/IE0000P0RPE6-ETFP.html?lang=it,Art. 8
Ishares World Equity Enhanced Active Ucits Etf Eur H,"6,704","-0,24",17:35:19,"6,674","6,704","6,704",,/borsa/etf/scheda/IE000P1IQS65-ETFP.html?lang=it,Art. 8
Ishares World Equity Enhanced Active Ucits Etf Usd (Acc),"6,8034","-0,03",17:22:38,"6,7732","6,8034","6,7965",,/borsa/etf/scheda/IE000D8XC064-XAMC.html?lang=it,Art. 8
Ishares World Equity High Income Ucits Etf Usd (Acc),,,,"6,9195","6,9195","6,9308",,/borsa/etf/scheda/IE0000P0RPE6-XAMC.html?lang=it,Art. 8
Ishares World Equity High Income Ucits Etf Usd (Dist),"5,6761","-0,07",17:35:27,"5,6608","5,68","5,6761",,/borsa/etf/scheda/IE000KJPDY61-XAMC.html?lang=it,Art. 8
Ishares Wrld Eq Enhanced Actv Ucits Etf,"5,805","-0,21",17:22:38,"5,788","5,806","5,806",,/borsa/etf/scheda/IE000D8XC064-ETFP.html?lang=it,Art. 8
Ishares € Aaa Clo Active Ucits Etf Eur Acc,"1.025,31","-0,06",16:15:19,"1.025,31","1.025,60","1.026,33",,/borsa/etf/scheda/IE000Q9IHH10-ETFP.html?lang=it,Art. 8
Ishares € Aggregate Bond Esg Sri Ucits Etf,"107,34","+0,04",17:35:01,"106,99","107,34","107,34",,/borsa/etf/scheda/IE00B3DKXQ41-ETFP.html?lang=it,Art. 8
Ishares € Aggregate Bond Esg Sri Ucits Etf,"107,30","+0,00",16:58:13,"107,04","107,35","107,27",,/borsa/etf/scheda/IE00B3DKXQ41-XAMS.html?lang=it,Art. 8
Ishares € Corp Bond 0-3yr Esg Sri Ucits Etf,"5,521","+0,05",16:24:43,"5,512","5,521","5,519",,/borsa/etf/scheda/IE000AK4O3W6-ETFP.html?lang=it,Art. 8
Ishares € Corp Bond 0-3yr Esg Sri Ucits Etf,"4,9785","-0,05",17:35:29,"4,9765","4,981","4,9785",,/borsa/etf/scheda/IE00BYZTVV78-ETFP.html?lang=it,Art. 8
Ishares € Corp Bond Esg Sri Ucits Etf,"4,7405","-0,06",14:07:47,"4,7325","4,7405","4,742",,/borsa/etf/scheda/IE00BYZTVT56-ETFP.html?lang=it,Art. 8
Ishares € Corp Bond Esg Sri Ucits Etf,"5,378","+0,00",16:49:35,"5,368","5,379","5,375",,/borsa/etf/scheda/IE000L2TO2T2-ETFP.html?lang=it,Art. 8
Ishares € Corp Bond Interest Rate Hedged Esg Sri Ucits Etf,"99,51","+0,06",17:17:55,"99,51","99,67","99,44",,/borsa/etf/scheda/IE00B6X2VY59-XAMS.html?lang=it,Art. 8
Ishares € Corp Esg Paris Clima Ucits Etf,"5,58","+0,00",14:08:27,"5,568","5,58","5,578",,/borsa/etf/scheda/IE000SE6KPV2-ETFP.html?lang=it,Art. 8
Ishares € Govt Bond Climate Ucits Etf,"4,371","-0,05",16:26:51,"4,361","4,3745","4,372",,/borsa/etf/scheda/IE00BLDGH553-ETFP.html?lang=it,Art. 8
Ishares € High Yield Corp Bond Esg Paris-Aligned Climate Ucits Etf D,"5,185","+0,19",16:41:43,"5,185","5,185","5,175",,/borsa/etf/scheda/IE000H92C4B8-ETFP.html?lang=it,Art. 8
Ishares € High Yield Corp Bond Esg Sri Ucits Etf,"5,8338","-0,01",17:35:01,"5,8273","5,8376","5,8338",,/borsa/etf/scheda/IE00BJK55C48-XAMS.html?lang=it,Art. 8
Ishares € High Yield Corp Bond Esg Sri Ucits Etf,"5,829","-0,19",17:35:26,"5,828","5,84","5,829",,/borsa/etf/scheda/IE00BJK55C48-ETFP.html?lang=it,Art. 8
Ishares € Ultrashort Bond Esg Sri Ucits Etf,"5,505","-0,16",17:35:20,"5,505","5,514","5,505",,/borsa/etf/scheda/IE000NBRE3P7-ETFP.html?lang=it,Art. 8
Ivz Bbg Commodity Carbn Tilted Ucits Etf,,,,,,"6,726",,/borsa/etf/scheda/IE000CYTPBT0-ETFP.html?lang=it,Art. 8
Ivz Eur Corp Bnd Esg Mf Ucits Etf Dist,,,,,,"5,053",,/borsa/etf/scheda/IE0006LBEDV2-ETFP.html?lang=it,Art. 8
Ivz Eur Corp Bond Esg Mf Ucits Etf Acc,,,,,,"5,697",,/borsa/etf/scheda/IE00021E4FE3-ETFP.html?lang=it,Art. 8
Ivz Eur Crp Bd Esg Sd Mf Ucits Etf Acc,,,,,,"5,633",,/borsa/etf/scheda/IE000PA766T7-ETFP.html?lang=it,Art. 8
Ivz S&P World Financials Esg Ucits Etf,,,,,,"7,483",,/borsa/etf/scheda/IE00018LB0D8-ETFP.html?lang=it,Art. 8
Ivz S&P World Health Care Esg Ucits Etf,,,,,,"5,154",,/borsa/etf/scheda/IE000L4EH2K5-ETFP.html?lang=it,Art. 8
Ishares Ibonds Dec 2030 Term $ Corp Ucits Etf Usd (Dist),,,,"5,2241","5,2241","5,2277",,/borsa/etf/scheda/IE000BZXJJ24-XAMC.html?lang=it,Art. 8
Ishares Ibonds Dec 2030 Term $ Corp Ucits Etf Usd (Dist),,,,"4,471","4,471","4,466",,/borsa/etf/scheda/IE000BZXJJ24-XPAR.html?lang=it,Art. 8
Ishares Ibonds Dec 2030 Term Eur Corp Ucits Etf Eur (Dist),"5,098","-0,22",10:29:34,"5,098","5,099","5,108",,/borsa/etf/scheda/IE000LX17BP9-XPAR.html?lang=it,Art. 8
Ishares Ibonds Dec 2031 Term € Corp Ucits Etf,"5,225","-0,15",10:01:08,"5,223","5,225","5,23",,/borsa/etf/scheda/IE000D9WMGF0-ETFP.html?lang=it,Art. 8
Ishares Ibonds Dec 2031 Term € Corp Ucits Etf Eur (Acc),"5,229","-0,06",15:19:20,"5,218","5,229","5,23",,/borsa/etf/scheda/IE000D9WMGF0-XAMS.html?lang=it,Art. 8
Ishares Ibonds Dec 2032 Term € Corp Ucits Etf,"5,208","-0,06",16:17:59,"5,199","5,208","5,208",,/borsa/etf/scheda/IE000I660ZF8-ETFP.html?lang=it,Art. 8
Ishares Ibonds Dec 2032 Term € Corp Ucits Etf Eur (Acc),"5,208","-0,06",16:17:59,"5,203","5,209","5,208",,/borsa/etf/scheda/IE000I660ZF8-XAMS.html?lang=it,Art. 8
Ishares Ibonds Dec 2033 Term € Corp Ucits Etf,,,,,,"5,187",,/borsa/etf/scheda/IE000ZBGZQM8-ETFP.html?lang=it,Art. 8
Ishares Ibonds Dec 2033 Term € Corp Ucits Etf Eur (Acc),,,,"5,177","5,177","5,186",,/borsa/etf/scheda/IE000ZBGZQM8-XAMS.html?lang=it,Art. 8
Ishares Ibonds Dec 2034 Term € Corp Ucits Etf,,,,,,"5,176",,/borsa/etf/scheda/IE000UY6XF65-ETFP.html?lang=it,Art. 8
Ishares Ibonds Dec 2034 Term € Corp Ucits Etf Eur (Acc),"5,176","-0,12",13:52:50,"5,166","5,176","5,176",,/borsa/etf/scheda/IE000UY6XF65-XAMS.html?lang=it,Art. 8
Ishares Ibonds Dec 2035 Term $ Corp Ucits Etf Usd (Acc),,,,"86,78","86,78","86,69",,/borsa/etf/scheda/IE000Y9XFN19-XPAR.html?lang=it,Art. 8
Ishares Ibonds Dec 2035 Term $ Corp Ucits Etf Usd (Acc),,,,"101,38","101,38","101,42",,/borsa/etf/scheda/IE000Y9XFN19-XAMC.html?lang=it,Art. 8
Ishares Ibonds Dec 2035 Term $ Corp Ucits Etf Usd (Dist),"4,9775","-0,12",16:06:34,"4,971","4,9775","4,975",,/borsa/etf/scheda/IE00032L0R44-XAMC.html?lang=it,Art. 8
Ishares Ibonds Dec 2035 Term € Corp Ucits Etf,"5,015","+0,06",12:47:56,"5,012","5,015","5,011",,/borsa/etf/scheda/IE000O1FWAW6-ETFP.html?lang=it,Art. 8
Ishares Ibonds Dec 2035 Term € Corp Ucits Etf Eur (Acc),,,,"4,996","4,996","5,012",,/borsa/etf/scheda/IE000O1FWAW6-XPAR.html?lang=it,Art. 8
Ishares Ibonds Dec 29 Eur Corp Ucits Etf,"5,121","-0,02",17:29:31,"5,116","5,122","5,121",,/borsa/etf/scheda/IE000IHURBR0-ETFP.html?lang=it,Art. 8
Ishares Ibonds Dec 29 € Corp Ucits Etf A,"5,282","-0,04",16:26:23,"5,278","5,287","5,283",,/borsa/etf/scheda/IE000SNLFDR7-ETFP.html?lang=it,Art. 8
Ishares Ibonds Dec 30 Eur Corp Ucits Etf,"5,11","+0,04",15:59:00,"5,098","5,11","5,106",,/borsa/etf/scheda/IE000LX17BP9-ETFP.html?lang=it,Art. 8
Ishares Ibonds Dec 30 € Corp Ucits Etf A,"5,29","-0,02",17:35:19,"5,277","5,29","5,29",,/borsa/etf/scheda/IE000Y2BJVK9-ETFP.html?lang=it,Art. 8
Ivz S&P World Info Tech Esg Ucits Etf,,,,,,"10,132",,/borsa/etf/scheda/IE000Q0IU5T1-ETFP.html?lang=it,Art. 8
Janus Henderson Eur Aaa Clo Active Core Ucits Etf,,,,,,"10,038",,/borsa/etf/scheda/LU2941599164-ETFP.html?lang=it,Art. 8
Janus Henderson Eur Short Duration Income Active Core Ucits Etf Eur Acc,,,,,,"10,202",,/borsa/etf/scheda/IE000CCQKON9-ETFP.html?lang=it,Art. 8
Janus Henderson Global Research-Engineered Equity Active Core Ucits Etf,,,,,,"9,115",,/borsa/etf/scheda/IE000Y3FZEN4-ETFP.html?lang=it,Art. 8
Janus Henderson Haitong Asia Ex-Japan High Yield Corp Usd Bond Screened Core Ucits Etf Eur-H Dist,"5,686","-0,51",17:12:19,"5,676","5,686","5,708",,/borsa/etf/scheda/IE000DOZYQJ7-ETFP.html?lang=it,Art. 8
Janus Henderson Japan High Conviction Equity Ucits Etf Acc,,,,,,"0,7209",,/borsa/etf/scheda/IE000CV0WWL4-ETFP.html?lang=it,Art. 8
Janus Henderson Pan European High Conviction Equity Ucits Etf Eur Acc,,,,,,"13,006",,/borsa/etf/scheda/IE0002A3VE77-ETFP.html?lang=it,Art. 8
Jpm Ac Asia Ex Jp Rei Ucits Etf Usd Acc,,,,,,"30,765",,/borsa/etf/scheda/IE00BMDV7354-ETFP.html?lang=it,Art. 8
