Nome,Ultimo,%,Ora,Min,Max,Riferimento,,Link
State Street Spdr J.P. Morgan Saudi Arabia Aggregate Bond Usd Base Ccy Hdg To Eur Ucits Etf (Acc),,,,,,"30,985",,/borsa/etf/scheda/IE000EA7I2N5-ETFP.html?lang=it
State Street Spdr Morningstar Multi-Asset Global Infrastructure Ucits Etf (Dist),"32,75","-0,06",09:11:23,"32,75","32,80","32,77",,/borsa/etf/scheda/IE00BQWJFQ70-ETFP.html?lang=it
State Street Spdr Msci All Country World Eur Hdg Ucits Etf (Acc),"25,025","-0,30",10:20:19,"25,005","25,025","25,10",,/borsa/etf/scheda/IE00BF1B7389-ETFP.html?lang=it
State Street Spdr Msci All Country World Investable Market Ucits Etf (Acc),"10,558","-0,21",10:03:41,"10,552","10,562","10,58",,/borsa/etf/scheda/IE00B3YLTY66-ETFP.html?lang=it
State Street Spdr Msci All Country World Investable Market Ucits Etf (Acc),"10,554","-0,19",10:21:00,"10,548","10,566","10,574",,/borsa/etf/scheda/IE00B3YLTY66-XPAR.html?lang=it
State Street Spdr Msci All Country World Ucits Etf (Acc),"260,45","-0,26",10:12:06,"260,44","260,68","261,12",,/borsa/etf/scheda/IE00B44Z5B48-ETFP.html?lang=it
State Street Spdr Msci All Country World Ucits Etf (Acc),"260,70","-0,16",09:58:49,"260,30","260,70","261,12",,/borsa/etf/scheda/IE00B44Z5B48-XPAR.html?lang=it
State Street Spdr Msci Em Asia Ucits Etf,"101,36","-0,88",10:16:07,"101,34","101,38","102,26",,/borsa/etf/scheda/IE00B466KX20-ETFP.html?lang=it
State Street Spdr Msci Emerging Markets Ucits Etf,"83,17","-0,75",09:09:39,"83,01","83,17","83,80",,/borsa/etf/scheda/IE00B469F816-ETFP.html?lang=it
State Street Spdr Msci Emerging Markets Ucits Etf,"83,141","-0,79",10:04:52,"83,077","83,141","83,804",,/borsa/etf/scheda/IE00B469F816-XPAR.html?lang=it
State Street Spdr Msci Emu Ucits Etf,"97,38","-0,15",09:48:47,"97,13","97,38","97,53",,/borsa/etf/scheda/IE00B910VR50-ETFP.html?lang=it
State Street Spdr Msci Europe Communication Services Ucits Etf,"75,75","-0,03",09:14:54,"75,75","75,75","75,77",,/borsa/etf/scheda/IE00BKWQ0N82-ETFP.html?lang=it
State Street Spdr Msci Europe Communication Services Ucits Etf,"75,75","+0,01",09:14:55,"75,75","75,75","75,74",,/borsa/etf/scheda/IE00BKWQ0N82-XPAR.html?lang=it
State Street Spdr Msci Europe Consumer Discretionary Ucits Etf,"151,24","-0,64",10:04:59,"151,24","151,54","152,22",,/borsa/etf/scheda/IE00BKWQ0C77-ETFP.html?lang=it
State Street Spdr Msci Europe Consumer Discretionary Ucits Etf,,,,"151,24","151,24","152,22",,/borsa/etf/scheda/IE00BKWQ0C77-XPAR.html?lang=it
State Street Spdr Msci Europe Consumer Staples Ucits Etf,,,,"224,55","224,55","221,80",,/borsa/etf/scheda/IE00BKWQ0D84-XPAR.html?lang=it
State Street Spdr Msci Europe Consumer Staples Ucits Etf,"225,75","+1,78",10:07:05,"225,75","225,75","221,80",,/borsa/etf/scheda/IE00BKWQ0D84-ETFP.html?lang=it
State Street Spdr Msci Europe Energy Ucits Etf,"286,05","+0,76",09:52:44,"285,80","286,90","283,90",,/borsa/etf/scheda/IE00BKWQ0F09-XPAR.html?lang=it
State Street Spdr Msci Europe Energy Ucits Etf,"286,25","+0,93",09:50:44,"286,20","286,35","283,60",,/borsa/etf/scheda/IE00BKWQ0F09-ETFP.html?lang=it
State Street Spdr Msci Europe Financials Ucits Etf,"138,12","-1,17",10:20:00,"137,94","138,78","139,76",,/borsa/etf/scheda/IE00BKWQ0G16-XPAR.html?lang=it
State Street Spdr Msci Europe Financials Ucits Etf,"138,68","-0,74",09:14:17,"138,68","138,68","139,72",,/borsa/etf/scheda/IE00BKWQ0G16-ETFP.html?lang=it
State Street Spdr Msci Europe Health Care Ucits Etf,"223,25","+0,47",10:03:34,"221,40","223,25","222,20",,/borsa/etf/scheda/IE00BKWQ0H23-XPAR.html?lang=it
State Street Spdr Msci Europe Health Care Ucits Etf,"222,25","+0,00",09:04:07,"222,25","222,25","222,25",,/borsa/etf/scheda/IE00BKWQ0H23-ETFP.html?lang=it
State Street Spdr Msci Europe Industrials Ucits Etf,"430,45","-0,15",10:19:53,"430,15","431,10","431,10",,/borsa/etf/scheda/IE00BKWQ0J47-XPAR.html?lang=it
State Street Spdr Msci Europe Industrials Ucits Etf,"431,35","-0,09",09:47:36,"430,65","431,35","431,75",,/borsa/etf/scheda/IE00BKWQ0J47-ETFP.html?lang=it
State Street Spdr Msci Europe Materials Ucits Etf,"366,40","-0,65",09:16:13,"366,40","366,40","368,80",,/borsa/etf/scheda/IE00BKWQ0L68-ETFP.html?lang=it
State Street Spdr Msci Europe Materials Ucits Etf,"366,60","-0,61",09:04:09,"366,60","366,60","368,85",,/borsa/etf/scheda/IE00BKWQ0L68-XPAR.html?lang=it
State Street Spdr Msci Europe Small Cap Ucits Etf,"376,50","-0,44",10:17:21,"376,50","378,65","378,15",,/borsa/etf/scheda/IE00BKWQ0M75-XPAR.html?lang=it
State Street Spdr Msci Europe Small Cap Ucits Etf,,,,,,"378,25",,/borsa/etf/scheda/IE00BKWQ0M75-ETFP.html?lang=it
State Street Spdr Msci Europe Technology Ucits Etf,"173,98","+0,01",09:09:28,"173,82","173,98","173,96",,/borsa/etf/scheda/IE00BKWQ0K51-ETFP.html?lang=it
State Street Spdr Msci Europe Technology Ucits Etf,"174,20","+0,11",09:07:25,"174,20","174,22","174,00",,/borsa/etf/scheda/IE00BKWQ0K51-XPAR.html?lang=it
State Street Spdr Msci Europe Ucits Etf,"384,645","-0,01",10:00:31,"384,05","384,645","384,681",,/borsa/etf/scheda/IE00BKWQ0Q14-XPAR.html?lang=it
State Street Spdr Msci Europe Ucits Etf,,,,,,"384,45",,/borsa/etf/scheda/IE00BKWQ0Q14-ETFP.html?lang=it
State Street Spdr Msci Europe Utilities Ucits Etf,"259,50","-0,31",09:04:07,"259,50","259,50","260,30",,/borsa/etf/scheda/IE00BKWQ0P07-XPAR.html?lang=it
State Street Spdr Msci Europe Utilities Ucits Etf,"260,90","+0,12",10:12:37,"259,45","261,00","260,60",,/borsa/etf/scheda/IE00BKWQ0P07-ETFP.html?lang=it
State Street Spdr Msci Japan Ucits Etf,,,,"12.864,42","12.864,42","12.902,25",,/borsa/etf/scheda/IE00BZ0G8B96-XPMC.html?lang=it
State Street Spdr Msci World Communication Services Ucits Etf,,,,"71,59","71,59","71,49",,/borsa/etf/scheda/IE00BYTRRG40-XAMS.html?lang=it
State Street Spdr Msci World Communication Services Ucits Etf,,,,,,"71,50",,/borsa/etf/scheda/IE00BYTRRG40-ETFP.html?lang=it
State Street Spdr Msci World Consumer Discretionary Ucits Etf,,,,,,"73,04",,/borsa/etf/scheda/IE00BYTRR640-ETFP.html?lang=it
State Street Spdr Msci World Consumer Discretionary Ucits Etf,"72,48","-0,79",09:04:00,"72,48","72,48","73,06",,/borsa/etf/scheda/IE00BYTRR640-XAMS.html?lang=it
State Street Spdr Msci World Consumer Staples Ucits Etf,,,,,,"45,535",,/borsa/etf/scheda/IE00BYTRR756-ETFP.html?lang=it
State Street Spdr Msci World Consumer Staples Ucits Etf,"45,74","+0,45",10:04:49,"45,725","45,74","45,535",,/borsa/etf/scheda/IE00BYTRR756-XAMS.html?lang=it
State Street Spdr Msci World Energy Ucits Etf,"61,10","+0,84",09:04:00,"61,10","61,10","60,59",,/borsa/etf/scheda/IE00BYTRR863-ETFP.html?lang=it
State Street Spdr Msci World Energy Ucits Etf,"61,25","+1,07",10:05:36,"61,08","61,25","60,60",,/borsa/etf/scheda/IE00BYTRR863-XAMS.html?lang=it
State Street Spdr Msci World Eur Hdg Ucits Etf (Acc),"15,146","-0,22",10:20:00,"15,14","15,146","15,18",,/borsa/etf/scheda/IE000BZ1HVL2-ETFP.html?lang=it
State Street Spdr Msci World Financials Ucits Etf,"79,85","-0,42",10:18:21,"79,84","79,95","80,19",,/borsa/etf/scheda/IE00BYTRR970-XAMS.html?lang=it
State Street Spdr Msci World Financials Ucits Etf,,,,,,"80,17",,/borsa/etf/scheda/IE00BYTRR970-ETFP.html?lang=it
State Street Spdr Msci World Health Care Ucits Etf,"55,12","-0,11",09:04:16,"55,12","55,12","55,18",,/borsa/etf/scheda/IE00BYTRRB94-ETFP.html?lang=it
State Street Spdr Msci World Health Care Ucits Etf,"55,11","-0,13",09:40:37,"55,02","55,11","55,18",,/borsa/etf/scheda/IE00BYTRRB94-XAMS.html?lang=it
State Street Spdr Msci World Industrials Ucits Etf,,,,"80,79","80,79","81,00",,/borsa/etf/scheda/IE00BYTRRC02-XAMS.html?lang=it
State Street Spdr Msci World Industrials Ucits Etf,,,,,,"80,94",,/borsa/etf/scheda/IE00BYTRRC02-ETFP.html?lang=it
State Street Spdr Msci World Materials Ucits Etf,"71,07","-0,52",09:48:34,"71,07","71,13","71,44",,/borsa/etf/scheda/IE00BYTRRF33-XAMS.html?lang=it
State Street Spdr Msci World Materials Ucits Etf,,,,,,"71,65",,/borsa/etf/scheda/IE00BYTRRF33-ETFP.html?lang=it
State Street Spdr Msci World Technology Ucits Etf,"199,96","-0,19",10:06:02,"199,96","200,35","200,35",,/borsa/etf/scheda/IE00BYTRRD19-XAMS.html?lang=it
State Street Spdr Msci World Technology Ucits Etf,"200,01","-0,08",09:32:16,"200,01","200,23","200,17",,/borsa/etf/scheda/IE00BYTRRD19-ETFP.html?lang=it
State Street Spdr Msci World Ucits Etf,"42,595","-0,06",10:20:11,"42,55","42,615","42,619",,/borsa/etf/scheda/IE00BFY0GT14-XAMS.html?lang=it
State Street Spdr Msci World Ucits Etf,"42,565","-0,13",10:20:47,"42,535","42,615","42,62",,/borsa/etf/scheda/IE00BFY0GT14-ETFP.html?lang=it
State Street Spdr Msci World Utilities Ucits Etf,"61,12","-0,34",09:57:54,"61,07","61,17","61,33",,/borsa/etf/scheda/IE00BYTRRH56-XAMS.html?lang=it
State Street Spdr Msci World Utilities Ucits Etf,"61,09","-0,38",09:39:50,"61,09","61,09","61,32",,/borsa/etf/scheda/IE00BYTRRH56-ETFP.html?lang=it
State Street Spdr Msci World Value Ucits Etf (Acc),"38,727","+0,20",09:04:06,"38,727","38,727","38,648",,/borsa/etf/scheda/IE00BJXRT813-XAMS.html?lang=it
State Street Spdr Russell 2000 U.S. Small Cap Ucits Etf (Acc),"69,03","-0,19",09:04:11,"69,03","69,03","69,16",,/borsa/etf/scheda/IE00BJ38QD84-XPAR.html?lang=it
State Street Spdr Russell 2000 U.S. Small Cap Ucits Etf (Acc),"69,08","-0,06",09:54:36,"69,01","69,10","69,12",,/borsa/etf/scheda/IE00BJ38QD84-ETFP.html?lang=it
State Street Spdr S&P  Euro Dividend Aristocrats Ucits Etf (Dist),"29,12","+0,26",09:58:50,"29,05","29,12","29,045",,/borsa/etf/scheda/IE00B5M1WJ87-ETFP.html?lang=it
State Street Spdr S&P  Euro Dividend Aristocrats Ucits Etf (Dist),"29,105","+0,07",10:15:03,"29,025","29,15","29,085",,/borsa/etf/scheda/IE00B5M1WJ87-XPAR.html?lang=it
State Street Spdr S&P 400 U.S. Mid Cap Leaders Ucits Etf (Acc),,,,"11,358","11,358","11,448",,/borsa/etf/scheda/IE000Q4EBR54-XAMC.html?lang=it
State Street Spdr S&P 400 Us Mid Cap Ucits Etf (Acc),"96,03","-0,43",09:16:11,"96,03","96,10","96,44",,/borsa/etf/scheda/IE00B4YBJ215-ETFP.html?lang=it
State Street Spdr S&P 400 Us Mid Cap Ucits Etf (Acc),,,,"96,05","96,05","96,44",,/borsa/etf/scheda/IE00B4YBJ215-XPAR.html?lang=it
State Street Spdr S&P 500  Leaders Ucits Etf (Acc),"44,06","-0,16",10:05:37,"44,06","44,105","44,13",,/borsa/etf/scheda/IE00BH4GPZ28-XAMS.html?lang=it
State Street Spdr S&P 500  Leaders Ucits Etf (Acc),"44,04","-0,20",10:11:57,"44,04","44,07","44,13",,/borsa/etf/scheda/IE00BH4GPZ28-ETFP.html?lang=it
State Street Spdr S&P 500 Low Volatility Ucits Etf (Acc),"71,30","-0,01",09:12:50,"71,30","71,30","71,31",,/borsa/etf/scheda/IE00B802KR88-ETFP.html?lang=it
State Street Spdr S&P 500 Ucits Etf (Acc),"14,9898","-0,03",10:01:19,"14,9798","14,9925","14,9938",,/borsa/etf/scheda/IE000XZSV718-XAMS.html?lang=it
State Street Spdr S&P 500 Ucits Etf (Acc),"14,996","+0,01",09:45:32,"14,986","15,00","14,994",,/borsa/etf/scheda/IE000XZSV718-ETFP.html?lang=it
State Street Spdr S&P 500 Ucits Etf (Dist),,,,"607,00","607,00","607,30",,/borsa/etf/scheda/IE00B6YX5C33-XPAR.html?lang=it
State Street Spdr S&P 500 Ucits Etf (Dist),"606,91","-0,06",09:20:03,"606,73","606,97","607,30",,/borsa/etf/scheda/IE00B6YX5C33-ETFP.html?lang=it
State Street Spdr S&P Emerging Markets Dividend Aristocrats Ucits Etf (Dist),,,,,,"14,86",,/borsa/etf/scheda/IE00B6YX5B26-ETFP.html?lang=it
State Street Spdr S&P Euro Dividend Aristocrats Screened Ucits Etf (Dist),,,,"24,935","24,935","24,95",,/borsa/etf/scheda/IE00BYTH5T38-XAMS.html?lang=it
State Street Spdr S&P Europe Quality Aristocrats Ucits Etf (Acc),,,,,,"10,184",,/borsa/etf/scheda/IE000ZEOCR03-ETFP.html?lang=it
State Street Spdr S&P Global Dividend Aristocrats Ucits Etf (Dist),"33,04","+0,23",09:51:01,"32,99","33,04","32,965",,/borsa/etf/scheda/IE00B9CQXS71-ETFP.html?lang=it
State Street Spdr S&P Pan Asia Dividend Aristocrats Ucits Etf (Dist),"47,645","-0,23",10:15:08,"47,645","47,645","47,755",,/borsa/etf/scheda/IE00B9KNR336-ETFP.html?lang=it
State Street Spdr S&P U.S. Communication Services Select Sector Ucits Etf (Acc),"47,18","+0,21",10:12:27,"47,18","47,18","47,08",,/borsa/etf/scheda/IE00BFWFPX50-ETFP.html?lang=it
State Street Spdr S&P U.S. Communication Services Select Sector Ucits Etf (Acc),,,,"47,175","47,175","47,087",,/borsa/etf/scheda/IE00BFWFPX50-XAMS.html?lang=it
State Street Spdr S&P U.S. Consumer Discretionary Select Sector Ucits Etf (Acc),"62,50","-0,60",10:05:37,"62,50","62,54","62,88",,/borsa/etf/scheda/IE00BWBXM278-ETFP.html?lang=it
State Street Spdr S&P U.S. Consumer Discretionary Select Sector Ucits Etf (Acc),,,,"62,459","62,459","62,86",,/borsa/etf/scheda/IE00BWBXM278-XAMS.html?lang=it
State Street Spdr S&P U.S. Consumer Staples Select Sector Ucits Etf (Acc),,,,"38,629","38,629","38,67",,/borsa/etf/scheda/IE00BWBXM385-XAMS.html?lang=it
State Street Spdr S&P U.S. Consumer Staples Select Sector Ucits Etf (Acc),"38,66","+0,00",09:56:47,"38,64","38,725","38,66",,/borsa/etf/scheda/IE00BWBXM385-ETFP.html?lang=it
State Street Spdr S&P U.S. Dividend Aristocrats Eur Hdg Ucits Etf (Dist),"8,833","+0,07",10:04:49,"8,826","8,833","8,827",,/borsa/etf/scheda/IE00B979GK47-ETFP.html?lang=it
State Street Spdr S&P U.S. Energy Select Sector Ucits Etf (Acc),"38,948","+1,03",09:38:14,"38,881","38,948","38,552",,/borsa/etf/scheda/IE00BWBXM492-XAMS.html?lang=it
State Street Spdr S&P U.S. Energy Select Sector Ucits Etf (Acc),"38,93","+0,82",10:07:33,"38,845","38,955","38,615",,/borsa/etf/scheda/IE00BWBXM492-ETFP.html?lang=it
State Street Spdr S&P U.S. Financials Select Sector Ucits Etf (Acc),"52,624","-0,38",09:27:21,"52,624","52,702","52,824",,/borsa/etf/scheda/IE00BWBXM500-XAMS.html?lang=it
State Street Spdr S&P U.S. Financials Select Sector Ucits Etf (Acc),"52,69","-0,25",10:17:56,"52,68","52,70","52,82",,/borsa/etf/scheda/IE00BWBXM500-ETFP.html?lang=it
State Street Spdr S&P U.S. Health Care Select Sector Ucits Etf (Acc),,,,"38,734","38,734","38,805",,/borsa/etf/scheda/IE00BWBXM617-XAMS.html?lang=it
State Street Spdr S&P U.S. Health Care Select Sector Ucits Etf (Acc),"38,74","-0,15",10:11:33,"38,68","38,78","38,80",,/borsa/etf/scheda/IE00BWBXM617-ETFP.html?lang=it
State Street Spdr S&P U.S. Industrials Select Sector Ucits Etf (Acc),"63,472","-0,03",10:10:50,"63,377","63,472","63,492",,/borsa/etf/scheda/IE00BWBXM724-XAMS.html?lang=it
State Street Spdr S&P U.S. Industrials Select Sector Ucits Etf (Acc),"63,47","-0,05",10:15:13,"63,37","63,47","63,50",,/borsa/etf/scheda/IE00BWBXM724-ETFP.html?lang=it
State Street Spdr S&P U.S. Materials Select Sector Ucits Etf (Acc),,,,"44,047","44,047","44,344",,/borsa/etf/scheda/IE00BWBXM831-XAMS.html?lang=it
State Street Spdr S&P U.S. Materials Select Sector Ucits Etf (Acc),"44,125","-0,54",09:56:56,"44,125","44,195","44,365",,/borsa/etf/scheda/IE00BWBXM831-ETFP.html?lang=it
State Street Spdr S&P U.S. Technology Select Sector   Ucits Etf (Acc),"138,98","+0,03",10:15:37,"138,96","139,17","138,94",,/borsa/etf/scheda/IE00BWBXM948-ETFP.html?lang=it
State Street Spdr S&P U.S. Technology Select Sector   Ucits Etf (Acc),"138,96","-0,05",10:06:00,"138,96","139,108","139,033",,/borsa/etf/scheda/IE00BWBXM948-XAMS.html?lang=it
State Street Spdr S&P U.S. Utilities Select Sector Ucits Etf (Acc),"48,375","-0,35",09:29:59,"48,275","48,375","48,545",,/borsa/etf/scheda/IE00BWBXMB69-ETFP.html?lang=it
State Street Spdr S&P U.S. Utilities Select Sector Ucits Etf (Acc),"48,334","-0,35",09:29:51,"48,276","48,334","48,502",,/borsa/etf/scheda/IE00BWBXMB69-XAMS.html?lang=it
State Street Spdr S&P Us Dividend Aristocrats Ucits Etf (Dist),,,,,,"69,62",,/borsa/etf/scheda/IE00B6YX5D40-ETFP.html?lang=it
State Street Spdr Sp 500 Eur Hdg Ucits Etf (Acc),"17,26","-0,21",10:16:15,"17,26","17,28","17,296",,/borsa/etf/scheda/IE00BYYW2V44-ETFP.html?lang=it
State Street Spdr Stoxx Europe 600 Sri Ucits Etf (Acc),"36,01","-0,06",09:39:30,"35,99","36,01","36,03",,/borsa/etf/scheda/IE00BK5H8015-XAMS.html?lang=it
State Street Spdr Stoxx Europe 600 Sri Ucits Etf (Acc),"36,04","-0,01",10:20:57,"35,935","36,13","36,045",,/borsa/etf/scheda/IE00BK5H8015-ETFP.html?lang=it
State Street World Small Cap Enhanced Active Equity Ucits Etf (Acc),,,,,,"8,997",,/borsa/etf/scheda/IE000F2IX674-ETFP.html?lang=it
Tobam Global Blockchain Equity Ucits Etf,,,,,,"107,86",,/borsa/etf/scheda/LU3142893745-XPAR.html?lang=it
Ubs (Irl) Etf Plc - Msci United Kingdom Imi Socially Responsible Ucits Etf (Gbp) A-Dis,,,,"22,039","22,039","22,184",,/borsa/etf/scheda/IE00BMP3HN93-XAMS.html?lang=it
Ubs (Irl) Etf Plc - Msci Usa Hedged To Eur Ucits Etf (Eur) A-Dis,"46,435","-0,25",10:09:24,"46,435","46,463","46,55",,/borsa/etf/scheda/IE00BD4TYF66-XAMS.html?lang=it
Ubs (Irl) Etf Plc - Msci World Ucits Etf (Usd) A-Dis,"98,80","-0,10",10:05:37,"98,769","98,80","98,901",,/borsa/etf/scheda/IE00B7KQ7B66-XAMS.html?lang=it
Ubs (Lux) Fund Solutions - Msci Emu Small Cap Ucit,,,,"150,78","150,78","151,05",,/borsa/etf/scheda/LU0671493277-XAMS.html?lang=it
Ubs (Lux) Fund Solutions - Msci Hong Kong Ucits Et,"15,89","-0,75",09:55:45,"15,856","15,89","16,01",,/borsa/etf/scheda/LU1169827224-XAMS.html?lang=it
Ubs (Lux) Fund Solutions - Msci Singapore Ucits Et,,,,"20,79","20,79","20,845",,/borsa/etf/scheda/LU1169825954-XAMS.html?lang=it
Ubs Bbg Euro Area Liquid Corp 1-5 Ucits Etf Eur Dis,,,,,,"13,124",,/borsa/etf/scheda/LU1048314196-ETFP.html?lang=it
Ubs Bbg Euro Area Liquid Corp 1-5 Ucits Etf Eur Dis,,,,"13,111","13,111","13,119",,/borsa/etf/scheda/LU1048314196-XAMS.html?lang=it
Ubs Bbg Euro Inflation Linked 10+ Ucits Etf Eur Dis,"15,608","+0,05",09:54:20,"15,58","15,608","15,60",,/borsa/etf/scheda/LU1645381689-ETFP.html?lang=it
Ubs Bbg Japan Treasury 1-3 Ucits Etf Heur Acc,,,,,,"10,978",,/borsa/etf/scheda/LU2098180271-ETFP.html?lang=it
Ubs Bbg Japan Treasury 1-3 Ucits Etf Jpy Acc,"6,217","+0,05",10:11:46,"6,21","6,217","6,214",,/borsa/etf/scheda/LU2098179695-ETFP.html?lang=it
Ubs Bbg Msci Euro Area Liquid Corp Sustainable Ucits Etf Eur Dis,"12,964","+0,08",09:59:01,"12,95","12,964","12,954",,/borsa/etf/scheda/LU1484799769-ETFP.html?lang=it
Ubs Bbg Msci Euro Area Liquid Corp Sustainable Ucits Etf Eur Dis,,,,"12,944","12,944","12,97",,/borsa/etf/scheda/LU1484799769-XAMS.html?lang=it
Ubs Bbg Msci Global Liquid Corp Sustainable Ucits Etf Heur Acc,,,,,,"12,146",,/borsa/etf/scheda/LU2099992260-ETFP.html?lang=it
Ubs Bbg Msci Global Liquid Corp Sustainable Ucits Etf Usd Acc,,,,,,"11,442",,/borsa/etf/scheda/LU2099991536-ETFP.html?lang=it
Ubs Bbg Msci Us Liquid Corp 1-5 Sustainable Ucits Etf Heur Acc,,,,,,"10,864",,/borsa/etf/scheda/LU2408468291-ETFP.html?lang=it
Ubs Bbg Msci Us Liquid Corp 1-5 Sustainable Ucits Etf Usd Acc,,,,,,"11,378",,/borsa/etf/scheda/LU2408467723-ETFP.html?lang=it
Ubs Bbg Msci Us Liquid Corp Sustainable Ucits Etf Heur Acc,,,,"15,306","15,306","15,354",,/borsa/etf/scheda/LU1215461325-XAMS.html?lang=it
Ubs Bbg Msci Us Liquid Corp Sustainable Ucits Etf Heur Acc,,,,,,"15,352",,/borsa/etf/scheda/LU1215461325-ETFP.html?lang=it
Ubs Bbg Msci Us Liquid Corp Sustainable Ucits Etf Usd Acc,,,,,,"18,226",,/borsa/etf/scheda/LU1215461168-ETFP.html?lang=it
Ubs Bbg Msci Us Liquid Corp Sustainable Ucits Etf Usd Dis,,,,,,"12,744",,/borsa/etf/scheda/LU1215461085-ETFP.html?lang=it
Ubs Bbg Msci Us Liquid Corp Sustainable Ucits Etf Usd Dis,,,,"12,746","12,746","12,748",,/borsa/etf/scheda/LU1215461085-XAMS.html?lang=it
Ubs Bbg Tips 10+ Ucits Etf Heur Acc,"9,544","-0,55",09:44:24,"9,544","9,544","9,597",,/borsa/etf/scheda/LU1459803059-ETFP.html?lang=it
Ubs Bbg Tips 10+ Ucits Etf Usd Dis,"8,19","-0,39",10:10:34,"8,188","8,194","8,222",,/borsa/etf/scheda/LU1459802754-ETFP.html?lang=it
Ubs Bbg Us Liquid Corp 1-5 Ucits Etf Heur Acc,,,,,,"15,326",,/borsa/etf/scheda/LU1048315243-ETFP.html?lang=it
Ubs Bbg Us Liquid Corp 1-5 Ucits Etf Heur Acc,,,,"15,323","15,323","15,331",,/borsa/etf/scheda/LU1048315243-XAMS.html?lang=it
Ubs Bbg Us Liquid Corp 1-5 Ucits Etf Usd Dis,,,,,,"11,828",,/borsa/etf/scheda/LU1048314949-ETFP.html?lang=it
Ubs Bbg Us Liquid Corp 1-5 Ucits Etf Usd Dis,,,,"11,838","11,838","11,83",,/borsa/etf/scheda/LU1048314949-XAMS.html?lang=it
Ubs Bbg Usd Em Sovereign Ucits Etf Heur Acc,,,,,,"13,092",,/borsa/etf/scheda/LU1324516308-ETFP.html?lang=it
Ubs Bbg Usd Em Sovereign Ucits Etf Usd Dis,,,,,,"8,144",,/borsa/etf/scheda/LU1324516050-ETFP.html?lang=it
Ubs Climate Aware Global Developed Equity Ctb Ucits Etf Usd Acc,,,,,,"19,108",,/borsa/etf/scheda/IE00BN4PXC48-ETFP.html?lang=it
Ubs Cmci Composite Sf Ucits Etf Heur Acc,"100,02","-0,10",09:28:06,"99,84","100,02","100,12",,/borsa/etf/scheda/IE00B58HMN42-ETFP.html?lang=it
Ubs Cmci Composite Sf Ucits Etf Usd Acc,"117,46","+0,40",10:10:20,"116,90","117,48","116,99",,/borsa/etf/scheda/IE00B53H0131-ETFP.html?lang=it
Ubs Core Bbg Eur Gov 1-10 Ucits Etf Eur Dis,"11,72","-0,05",09:30:01,"11,72","11,72","11,726",,/borsa/etf/scheda/LU0969639128-ETFP.html?lang=it
Ubs Core Bbg Euro Area Liquid Corp Ucits Etf Eur Acc,,,,,,"9,643",,/borsa/etf/scheda/LU1805389506-ETFP.html?lang=it
Ubs Core Bbg Euro Area Liquid Corp Ucits Etf Eur Dis,"10,42","-0,11",09:45:07,"10,42","10,42","10,432",,/borsa/etf/scheda/LU1805389258-ETFP.html?lang=it
Ubs Core Bbg Euro Inflation Linked Bond 1-10 Ucits Etf Eur Acc,"8,735","+0,06",10:05:45,"8,735","8,743","8,73",,/borsa/etf/scheda/LU1645380442-ETFP.html?lang=it
Ubs Core Bbg Euro Inflation Linked Bond 1-10 Ucits Etf Eur Dis,"14,60","-0,03",09:04:31,"14,60","14,624","14,604",,/borsa/etf/scheda/LU1645380368-ETFP.html?lang=it
Ubs Core Bbg Tips 1-10 Ucits Etf Heur Acc,,,,,,"12,048",,/borsa/etf/scheda/LU1459801780-ETFP.html?lang=it
Ubs Core Bbg Tips 1-10 Ucits Etf Usd Acc,,,,,,"13,914",,/borsa/etf/scheda/LU1459801517-ETFP.html?lang=it
Ubs Core Bbg Tips 1-10 Ucits Etf Usd Dis,,,,,,"10,252",,/borsa/etf/scheda/LU1459801434-ETFP.html?lang=it
Ubs Core Bbg Us Liquid Corp Ucits Etf Heur Acc,,,,,,"17,774",,/borsa/etf/scheda/LU1048317025-ETFP.html?lang=it
Ubs Core Bbg Us Liquid Corp Ucits Etf Heur Acc,,,,"17,755","17,755","17,775",,/borsa/etf/scheda/LU1048317025-XAMS.html?lang=it
Ubs Core Bbg Us Liquid Corp Ucits Etf Usd Dis,,,,"12,647","12,647","12,65",,/borsa/etf/scheda/LU1048316647-XAMS.html?lang=it
Ubs Core Bbg Us Liquid Corp Ucits Etf Usd Dis,,,,,,"12,652",,/borsa/etf/scheda/LU1048316647-ETFP.html?lang=it
Ubs Core Bbg Us Treasury 1-10 Ucits Etf Usd Dis,,,,"32,985","32,985","32,967",,/borsa/etf/scheda/LU0721552973-XAMS.html?lang=it
Ubs Core Bbg Us Treasury 1-10 Ucits Etf Usd Dis,,,,,,"32,965",,/borsa/etf/scheda/LU0721552973-ETFP.html?lang=it
Ubs Core Bbg Us Treasury 1-3 Ucits Etf Heur Dis,"9,612","+0,03",09:30:00,"9,612","9,612","9,609",,/borsa/etf/scheda/LU1324510525-ETFP.html?lang=it
Ubs Core Bbg Us Treasury 1-3 Ucits Etf Usd Dis,,,,,,"20,79",,/borsa/etf/scheda/LU0721552544-ETFP.html?lang=it
Ubs Core Bbg Us Treasury 1-3 Ucits Etf Usd Dis,,,,"20,832","20,832","20,791",,/borsa/etf/scheda/LU0721552544-XAMS.html?lang=it
Ubs Core Bbg Us Treasury 10+ Ucits Etf Heur Dis,,,,,,"6,009",,/borsa/etf/scheda/LU1459800113-ETFP.html?lang=it
